SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points
2009,1610612764,Washington Wizards,Right Corner 3,110,31,31,93
2024,1610612761,Toronto Raptors,Left Corner 3,356,137,137,411
2021,1610612740,New Orleans Pelicans,Mid-Range,771,340,2,682
2005,1610612741,Chicago Bulls,Mid-Range,2143,827,0,1654
2009,1610612765,Detroit Pistons,Right Corner 3,162,54,54,162
2012,1610612757,Portland Trail Blazers,Restricted Area,1763,1028,0,2056
2008,1610612764,Washington Wizards,Backcourt,6,0,0,0
2005,1610612747,Los Angeles Lakers,Backcourt,29,0,0,0
2022,1610612743,Denver Nuggets,Left Corner 3,436,180,180,540
2020,1610612737,Atlanta Hawks,Mid-Range,597,229,0,458
2021,1610612753,Orlando Magic,Left Corner 3,228,85,85,255
2016,1610612739,Cleveland Cavaliers,Backcourt,5,1,1,3
2021,1610612748,Miami Heat,Mid-Range,730,294,0,588
2017,1610612763,Memphis Grizzlies,Restricted Area,2188,1235,0,2470
2025,1610612743,Denver Nuggets,Left Corner 3,325,139,139,417
2011,1610612741,Chicago Bulls,Backcourt,17,0,0,0
2007,1610612745,Houston Rockets,In The Paint (Non-RA),926,389,0,778
2022,1610612747,Los Angeles Lakers,Left Corner 3,347,130,130,390
2007,1610612754,Indiana Pacers,Above the Break 3,981,335,335,1005
2019,1610612742,Dallas Mavericks,Above the Break 3,2362,786,786,2358
2007,1610612743,Denver Nuggets,Above the Break 3,1041,360,360,1080
2024,1610612737,Atlanta Hawks,Restricted Area,2221,1384,0,2768
2010,1610612751,New Jersey Nets,Mid-Range,2159,789,0,1578
2010,1610612750,Minnesota Timberwolves,Above the Break 3,894,305,305,915
2021,1610612749,Milwaukee Bucks,Above the Break 3,2070,798,798,2394
2020,1610612760,Oklahoma City Thunder,In The Paint (Non-RA),1147,459,0,918
2008,1610612761,Toronto Raptors,Above the Break 3,977,378,377,1133
2010,1610612758,Sacramento Kings,Left Corner 3,162,73,73,219
2008,1610612764,Washington Wizards,Above the Break 3,1295,455,455,1365
2012,1610612739,Cleveland Cavaliers,Mid-Range,1287,437,0,874
2008,1610612741,Chicago Bulls,Mid-Range,2604,1048,0,2096
2024,1610612763,Memphis Grizzlies,Left Corner 3,431,153,153,459
2020,1610612749,Milwaukee Bucks,In The Paint (Non-RA),927,377,0,754
2004,1610612748,Miami Heat,Restricted Area,1999,1111,0,2222
2025,1610612744,Golden State Warriors,Above the Break 3,2586,922,922,2766
2005,1610612747,Los Angeles Lakers,Above the Break 3,1308,477,477,1431
2015,1610612743,Denver Nuggets,Above the Break 3,1518,493,493,1479
2018,1610612759,San Antonio Spurs,Restricted Area,2029,1295,0,2590
2015,1610612745,Houston Rockets,In The Paint (Non-RA),1054,428,0,856
2019,1610612741,Chicago Bulls,Backcourt,14,0,0,0
2025,1610612743,Denver Nuggets,Restricted Area,2470,1688,0,3376
2014,1610612757,Portland Trail Blazers,Restricted Area,2021,1222,0,2444
2020,1610612744,Golden State Warriors,Left Corner 3,209,86,86,258
2012,1610612743,Denver Nuggets,In The Paint (Non-RA),719,287,0,574
2005,1610612757,Portland Trail Blazers,Backcourt,10,0,0,0
2019,1610612744,Golden State Warriors,Backcourt,19,2,2,6
2005,1610612742,Dallas Mavericks,Right Corner 3,159,58,58,174
2018,1610612748,Miami Heat,Backcourt,17,0,0,0
2011,1610612765,Detroit Pistons,Restricted Area,2192,1351,0,2702
2025,1610612757,Portland Trail Blazers,In The Paint (Non-RA),1253,465,0,930
2013,1610612741,Chicago Bulls,Restricted Area,2257,1338,0,2676
2024,1610612747,Los Angeles Lakers,Backcourt,15,0,0,0
2024,1610612746,LA Clippers,In The Paint (Non-RA),1465,706,0,1412
2025,1610612737,Atlanta Hawks,Mid-Range,455,187,0,374
2009,1610612745,Houston Rockets,Backcourt,26,0,0,0
2013,1610612759,San Antonio Spurs,Restricted Area,2237,1419,0,2838
2024,1610612742,Dallas Mavericks,Backcourt,16,0,0,0
2022,1610612760,Oklahoma City Thunder,Backcourt,9,0,0,0
2022,1610612743,Denver Nuggets,Backcourt,23,0,0,0
2021,1610612763,Memphis Grizzlies,Above the Break 3,1642,569,569,1707
2021,1610612763,Memphis Grizzlies,Left Corner 3,365,147,147,441
2023,1610612758,Sacramento Kings,In The Paint (Non-RA),1317,628,0,1256
2024,1610612744,Golden State Warriors,Restricted Area,1876,1319,0,2638
2005,1610612739,Cleveland Cavaliers,Backcourt,4,0,0,0
2005,1610612765,Detroit Pistons,Backcourt,8,0,0,0
2021,1610612764,Washington Wizards,Backcourt,9,0,0,0
2021,1610612763,Memphis Grizzlies,Restricted Area,1916,1218,0,2436
2025,1610612762,Utah Jazz,Left Corner 3,486,194,194,582
2025,1610612756,Phoenix Suns,In The Paint (Non-RA),1671,786,0,1572
2023,1610612741,Chicago Bulls,Backcourt,4,0,0,0
2025,1610612762,Utah Jazz,Restricted Area,1683,1123,0,2246
2025,1610612762,Utah Jazz,Above the Break 3,2321,771,771,2313
2007,1610612750,Minnesota Timberwolves,Left Corner 3,147,57,57,171
2010,1610612752,New York Knicks,Right Corner 3,190,76,76,228
2009,1610612758,Sacramento Kings,Above the Break 3,1127,395,395,1185
2014,1610612745,Houston Rockets,In The Paint (Non-RA),1075,450,0,900
2021,1610612739,Cleveland Cavaliers,Left Corner 3,266,95,95,285
2012,1610612744,Golden State Warriors,Mid-Range,1703,708,0,1416
2010,1610612740,New Orleans Hornets,Backcourt,10,0,0,0
2009,1610612749,Milwaukee Bucks,Above the Break 3,957,331,331,993
2024,1610612753,Orlando Magic,In The Paint (Non-RA),1230,518,0,1036
2015,1610612748,Miami Heat,Restricted Area,2024,1248,0,2496
2019,1610612755,Philadelphia 76ers,Restricted Area,2361,1555,0,3110
2004,1610612745,Houston Rockets,Restricted Area,1715,1010,0,2020
2016,1610612748,Miami Heat,Mid-Range,1856,748,0,1496
2010,1610612754,Indiana Pacers,In The Paint (Non-RA),822,344,0,688
2015,1610612745,Houston Rockets,Backcourt,16,0,0,0
2017,1610612750,Minnesota Timberwolves,Left Corner 3,270,104,104,312
2012,1610612751,New Jersey Nets,Left Corner 3,230,75,75,225
2014,1610612741,Chicago Bulls,Left Corner 3,173,75,75,225
2019,1610612739,Cleveland Cavaliers,Above the Break 3,1851,655,655,1965
2018,1610612745,Houston Rockets,Above the Break 3,2634,930,930,2790
2005,1610612744,Golden State Warriors,Right Corner 3,195,57,57,171
2007,1610612746,Los Angeles Clippers,Restricted Area,1657,1014,0,2028
2018,1610612761,Toronto Raptors,Mid-Range,1016,423,2,848
2023,1610612765,Detroit Pistons,Right Corner 3,363,136,136,408
2006,1610612742,Dallas Mavericks,Above the Break 3,828,305,305,915
2007,1610612750,Minnesota Timberwolves,Above the Break 3,768,271,271,813
2024,1610612751,Brooklyn Nets,Mid-Range,764,295,0,590
2009,1610612754,Indiana Pacers,Above the Break 3,1396,535,535,1605
2019,1610612752,New York Knicks,Left Corner 3,207,70,70,210
2008,1610612740,New Orleans Hornets,Left Corner 3,258,117,117,351
2008,1610612745,Houston Rockets,Backcourt,12,0,0,0
2007,1610612766,Charlotte Bobcats,Restricted Area,2289,1300,0,2600
2014,1610612751,Brooklyn Nets,Restricted Area,1858,1136,0,2272
2017,1610612751,Brooklyn Nets,In The Paint (Non-RA),1045,443,0,886
2023,1610612766,Charlotte Hornets,Right Corner 3,310,113,113,339
2025,1610612765,Detroit Pistons,In The Paint (Non-RA),1588,734,0,1468
2021,1610612739,Cleveland Cavaliers,Above the Break 3,1645,538,538,1614
2010,1610612749,Milwaukee Bucks,Above the Break 3,1266,429,429,1287
2007,1610612763,Memphis Grizzlies,In The Paint (Non-RA),901,390,0,780
2022,1610612761,Toronto Raptors,In The Paint (Non-RA),1570,664,0,1328
2016,1610612747,Los Angeles Lakers,Mid-Range,1854,677,0,1354
2007,1610612759,San Antonio Spurs,Above the Break 3,932,345,345,1035
2018,1610612743,Denver Nuggets,Above the Break 3,2060,750,750,2250
2025,1610612752,New York Knicks,In The Paint (Non-RA),1395,643,0,1286
2010,1610612739,Cleveland Cavaliers,Right Corner 3,270,114,114,342
2021,1610612746,LA Clippers,Right Corner 3,358,163,163,489
2009,1610612754,Indiana Pacers,Left Corner 3,173,62,62,186
2013,1610612739,Cleveland Cavaliers,Right Corner 3,160,56,56,168
2019,1610612752,New York Knicks,Above the Break 3,1972,670,670,2010
2006,1610612748,Miami Heat,Backcourt,16,1,1,3
2025,1610612737,Atlanta Hawks,Backcourt,19,1,1,3
2014,1610612762,Utah Jazz,In The Paint (Non-RA),1064,398,0,796
2009,1610612756,Phoenix Suns,Right Corner 3,228,95,95,285
2018,1610612759,San Antonio Spurs,Mid-Range,1746,713,2,1428
2017,1610612750,Minnesota Timberwolves,Above the Break 3,1242,419,419,1257
2016,1610612743,Denver Nuggets,Backcourt,18,2,2,6
2009,1610612757,Portland Trail Blazers,Right Corner 3,327,129,129,387
2013,1610612748,Miami Heat,In The Paint (Non-RA),760,309,0,618
2014,1610612741,Chicago Bulls,Above the Break 3,1105,378,378,1134
2014,1610612743,Denver Nuggets,In The Paint (Non-RA),1096,390,0,780
2019,1610612746,LA Clippers,Restricted Area,2548,1543,0,3086
2018,1610612745,Houston Rockets,Left Corner 3,385,156,156,468
2009,1610612751,New Jersey Nets,In The Paint (Non-RA),650,266,0,532
2017,1610612746,LA Clippers,Above the Break 3,1716,631,631,1893
2010,1610612749,Milwaukee Bucks,Left Corner 3,278,127,127,381
2020,1610612762,Utah Jazz,Restricted Area,1857,1213,0,2426
2023,1610612756,Phoenix Suns,Left Corner 3,439,197,197,591
2020,1610612750,Minnesota Timberwolves,Backcourt,11,1,1,3
2024,1610612744,Golden State Warriors,Mid-Range,925,379,0,758
2020,1610612741,Chicago Bulls,Right Corner 3,204,77,77,231
2022,1610612745,Houston Rockets,Restricted Area,2540,1628,0,3256
2023,1610612756,Phoenix Suns,Above the Break 3,1861,665,665,1995
2025,1610612739,Cleveland Cavaliers,Above the Break 3,2520,952,952,2856
2021,1610612747,Los Angeles Lakers,Restricted Area,2074,1391,0,2782
2008,1610612759,San Antonio Spurs,Above the Break 3,895,317,317,951
2013,1610612764,Washington Wizards,Above the Break 3,978,313,313,939
2018,1610612741,Chicago Bulls,Backcourt,15,0,0,0
2005,1610612764,Washington Wizards,Mid-Range,2109,797,0,1594
2022,1610612765,Detroit Pistons,Left Corner 3,460,165,165,495
2021,1610612745,Houston Rockets,Restricted Area,2157,1387,0,2774
2009,1610612742,Dallas Mavericks,Mid-Range,2493,1114,0,2228
2024,1610612740,New Orleans Pelicans,Mid-Range,803,357,0,714
2009,1610612749,Milwaukee Bucks,Backcourt,8,1,1,3
2009,1610612758,Sacramento Kings,Backcourt,16,0,0,0
2011,1610612762,Utah Jazz,Mid-Range,2091,849,0,1698
2018,1610612748,Miami Heat,Right Corner 3,369,149,149,447
2015,1610612737,Atlanta Hawks,In The Paint (Non-RA),956,391,0,782
2015,1610612766,Charlotte Hornets,Right Corner 3,147,54,54,162
2011,1610612743,Denver Nuggets,Mid-Range,1665,664,0,1328
2008,1610612745,Houston Rockets,Above the Break 3,1331,445,445,1335
2019,1610612761,Toronto Raptors,Mid-Range,1053,458,1,917
2012,1610612745,Houston Rockets,Right Corner 3,174,75,75,225
2010,1610612750,Minnesota Timberwolves,Mid-Range,2411,916,0,1832
2004,1610612747,Los Angeles Lakers,Backcourt,17,1,1,3
2012,1610612759,San Antonio Spurs,Right Corner 3,219,94,94,282
2016,1610612754,Indiana Pacers,Backcourt,13,0,0,0
2007,1610612740,New Orleans/Oklahoma City Hornets,Left Corner 3,145,60,60,180
2022,1610612746,LA Clippers,Restricted Area,1821,1182,0,2364
2020,1610612751,Brooklyn Nets,Mid-Range,504,185,2,372
2019,1610612758,Sacramento Kings,Left Corner 3,277,111,111,333
2019,1610612763,Memphis Grizzlies,Backcourt,14,0,0,0
2012,1610612751,New Jersey Nets,Backcourt,8,1,1,3
2011,1610612766,Charlotte Bobcats,Restricted Area,2345,1372,0,2744
2015,1610612756,Phoenix Suns,Left Corner 3,293,101,101,303
2021,1610612746,LA Clippers,In The Paint (Non-RA),1060,454,0,908
2009,1610612751,New Jersey Nets,Right Corner 3,255,119,118,356
2008,1610612746,Los Angeles Clippers,Right Corner 3,64,23,23,69
2016,1610612755,Philadelphia 76ers,Restricted Area,2398,1419,0,2838
2007,1610612750,Minnesota Timberwolves,Backcourt,24,1,1,3
2020,1610612744,Golden State Warriors,Mid-Range,1028,409,0,818
2014,1610612758,Sacramento Kings,Mid-Range,1879,732,0,1464
2021,1610612739,Cleveland Cavaliers,Backcourt,4,0,0,0
2005,1610612754,Indiana Pacers,Mid-Range,2088,810,0,1620
2024,1610612737,Atlanta Hawks,Above the Break 3,2209,795,795,2385
2008,1610612750,Minnesota Timberwolves,Restricted Area,2179,1263,0,2526
2007,1610612758,Sacramento Kings,In The Paint (Non-RA),923,387,0,774
2009,1610612755,Philadelphia 76ers,Restricted Area,2550,1520,0,3040
2015,1610612764,Washington Wizards,Backcourt,12,0,0,0
2021,1610612752,New York Knicks,Right Corner 3,322,143,143,429
2008,1610612739,Cleveland Cavaliers,Right Corner 3,268,102,101,305
2024,1610612745,Houston Rockets,Right Corner 3,272,111,111,333
2015,1610612756,Phoenix Suns,Above the Break 3,1412,474,474,1422
2005,1610612738,Boston Celtics,In The Paint (Non-RA),725,285,0,570
2016,1610612743,Denver Nuggets,Above the Break 3,1501,508,508,1524
2015,1610612757,Portland Trail Blazers,In The Paint (Non-RA),840,347,0,694
2009,1610612746,Los Angeles Clippers,Backcourt,31,3,3,9
2019,1610612747,Los Angeles Lakers,Mid-Range,915,364,0,728
2024,1610612756,Phoenix Suns,Restricted Area,1892,1277,0,2554
2024,1610612743,Denver Nuggets,Right Corner 3,286,118,118,354
2006,1610612753,Orlando Magic,Right Corner 3,82,39,38,116
2013,1610612744,Golden State Warriors,In The Paint (Non-RA),1140,433,0,866
2004,1610612753,Orlando Magic,In The Paint (Non-RA),953,378,0,756
2010,1610612742,Dallas Mavericks,In The Paint (Non-RA),937,384,0,768
2013,1610612758,Sacramento Kings,Restricted Area,2386,1419,0,2838
2013,1610612765,Detroit Pistons,Mid-Range,1565,557,0,1114
2018,1610612745,Houston Rockets,Backcourt,17,1,1,3
2013,1610612739,Cleveland Cavaliers,Mid-Range,2026,815,0,1630
2019,1610612740,New Orleans Pelicans,In The Paint (Non-RA),1441,625,0,1250
2019,1610612758,Sacramento Kings,Above the Break 3,1915,719,719,2157
2009,1610612764,Washington Wizards,Backcourt,6,0,0,0
2009,1610612754,Indiana Pacers,Backcourt,9,0,0,0
2021,1610612737,Atlanta Hawks,Mid-Range,745,321,0,642
2024,1610612762,Utah Jazz,Right Corner 3,430,155,155,465
2012,1610612750,Minnesota Timberwolves,Backcourt,9,0,0,0
2023,1610612756,Phoenix Suns,Backcourt,13,0,0,0
2008,1610612760,Seattle SuperSonics,In The Paint (Non-RA),1092,438,0,876
2015,1610612754,Indiana Pacers,Left Corner 3,253,98,98,294
2020,1610612763,Memphis Grizzlies,Left Corner 3,253,98,98,294
2006,1610612742,Dallas Mavericks,Mid-Range,2275,986,0,1972
2005,1610612766,Charlotte Bobcats,Above the Break 3,559,191,191,573
2014,1610612763,Memphis Grizzlies,Restricted Area,2259,1371,0,2742
2019,1610612740,New Orleans Pelicans,Backcourt,12,0,0,0
2020,1610612763,Memphis Grizzlies,Above the Break 3,1770,604,604,1812
2016,1610612762,Utah Jazz,In The Paint (Non-RA),1093,435,0,870
2025,1610612742,Dallas Mavericks,Left Corner 3,390,153,153,459
2007,1610612760,Seattle SuperSonics,Right Corner 3,143,47,47,141
2023,1610612757,Portland Trail Blazers,Left Corner 3,301,104,104,312
2013,1610612746,Los Angeles Clippers,Above the Break 3,1140,396,396,1188
2024,1610612759,San Antonio Spurs,Right Corner 3,360,139,139,417
2023,1610612763,Memphis Grizzlies,Restricted Area,2429,1579,0,3158
2020,1610612751,Brooklyn Nets,Above the Break 3,2105,705,705,2115
2006,1610612740,New Orleans/Oklahoma City Hornets,Restricted Area,2164,1219,0,2438
2016,1610612757,Portland Trail Blazers,Above the Break 3,1748,639,639,1917
2011,1610612762,Utah Jazz,Above the Break 3,998,345,345,1035
2016,1610612740,New Orleans Pelicans,Left Corner 3,234,79,79,237
2005,1610612754,Indiana Pacers,Left Corner 3,231,87,87,261
2024,1610612748,Miami Heat,Mid-Range,813,309,0,618
2015,1610612754,Indiana Pacers,Above the Break 3,1251,431,431,1293
2022,1610612763,Memphis Grizzlies,Backcourt,13,0,0,0
2011,1610612765,Detroit Pistons,Left Corner 3,270,108,108,324
2025,1610612752,New York Knicks,Right Corner 3,410,166,166,498
2019,1610612752,New York Knicks,Mid-Range,1344,508,3,1019
2008,1610612740,New Orleans Hornets,Mid-Range,2164,885,1,1771
2004,1610612751,New Jersey Nets,Mid-Range,2312,847,0,1694
2008,1610612748,Miami Heat,In The Paint (Non-RA),802,295,0,590
2013,1610612739,Cleveland Cavaliers,Left Corner 3,187,63,63,189
2023,1610612757,Portland Trail Blazers,Above the Break 3,2246,827,827,2481
2004,1610612757,Portland Trail Blazers,Restricted Area,2060,1214,0,2428
2006,1610612748,Miami Heat,Mid-Range,1649,640,1,1281
2014,1610612741,Chicago Bulls,Mid-Range,2098,808,0,1616
2009,1610612757,Portland Trail Blazers,Above the Break 3,886,337,337,1011
2025,1610612765,Detroit Pistons,Mid-Range,699,283,0,566
2020,1610612751,Brooklyn Nets,Left Corner 3,306,118,118,354
2006,1610612753,Orlando Magic,Backcourt,12,0,0,0
2016,1610612762,Utah Jazz,Right Corner 3,327,124,124,372
2015,1610612766,Charlotte Hornets,Backcourt,16,0,0,0
2013,1610612739,Cleveland Cavaliers,Above the Break 3,1222,427,427,1281
2008,1610612755,Philadelphia 76ers,Above the Break 3,670,202,201,605
2024,1610612743,Denver Nuggets,Backcourt,24,0,0,0
2023,1610612744,Golden State Warriors,Restricted Area,1749,1224,0,2448
2010,1610612760,Oklahoma City Thunder,Backcourt,7,0,0,0
2021,1610612737,Atlanta Hawks,Above the Break 3,1859,685,685,2055
2023,1610612741,Chicago Bulls,Mid-Range,1462,651,4,1306
2023,1610612760,Oklahoma City Thunder,In The Paint (Non-RA),1594,674,0,1348
2016,1610612760,Oklahoma City Thunder,Backcourt,6,0,0,0
2020,1610612750,Minnesota Timberwolves,Mid-Range,419,160,0,320
2025,1610612739,Cleveland Cavaliers,Mid-Range,582,247,0,494
2022,1610612742,Dallas Mavericks,In The Paint (Non-RA),1270,573,0,1146
2021,1610612747,Los Angeles Lakers,Backcourt,9,0,0,0
2015,1610612755,Philadelphia 76ers,Mid-Range,1225,400,0,800
2010,1610612756,Phoenix Suns,Backcourt,13,1,1,3
2020,1610612760,Oklahoma City Thunder,Restricted Area,1851,1186,0,2372
2005,1610612748,Miami Heat,Above the Break 3,921,349,349,1047
2015,1610612743,Denver Nuggets,Restricted Area,2415,1428,0,2856
2021,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),1282,532,0,1064
2020,1610612742,Dallas Mavericks,Restricted Area,1875,1263,0,2526
2015,1610612750,Minnesota Timberwolves,Backcourt,12,0,0,0
2014,1610612760,Oklahoma City Thunder,Mid-Range,1887,802,0,1604
2014,1610612762,Utah Jazz,Above the Break 3,1158,391,391,1173
2008,1610612748,Miami Heat,Right Corner 3,136,48,47,143
2007,1610612756,Phoenix Suns,Left Corner 3,354,166,166,498
2009,1610612764,Washington Wizards,Left Corner 3,136,49,49,147
2004,1610612754,Indiana Pacers,Left Corner 3,245,95,95,285
2007,1610612754,Indiana Pacers,Restricted Area,1969,1124,0,2248
2009,1610612764,Washington Wizards,Restricted Area,2282,1358,0,2716
2015,1610612741,Chicago Bulls,Right Corner 3,183,78,77,233
2012,1610612738,Boston Celtics,In The Paint (Non-RA),591,218,0,436
2025,1610612749,Milwaukee Bucks,Backcourt,13,2,2,6
2014,1610612743,Denver Nuggets,Mid-Range,1504,547,0,1094
2018,1610612742,Dallas Mavericks,Right Corner 3,204,93,93,279
2024,1610612758,Sacramento Kings,Backcourt,8,0,0,0
2007,1610612764,Washington Wizards,Above the Break 3,1264,438,437,1313
2015,1610612756,Phoenix Suns,Backcourt,18,1,1,3
2013,1610612748,Miami Heat,Mid-Range,1737,730,0,1460
2019,1610612763,Memphis Grizzlies,Left Corner 3,298,111,111,333
2008,1610612753,Orlando Magic,Backcourt,18,0,0,0
2004,1610612753,Orlando Magic,Right Corner 3,113,36,36,108
2016,1610612742,Dallas Mavericks,Backcourt,17,0,0,0
2023,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1289,562,0,1124
2009,1610612749,Milwaukee Bucks,In The Paint (Non-RA),835,357,0,714
2018,1610612741,Chicago Bulls,Left Corner 3,253,96,96,288
2015,1610612753,Orlando Magic,Backcourt,11,0,0,0
2017,1610612746,LA Clippers,In The Paint (Non-RA),717,282,0,564
